site,cable_id,type,length_m,a_rack,a_device,a_termination,b_rack,b_device,b_termination,reach_check
Reference Pod 1,815,mmf-om4,20.0,C04,dgx-c04-02,ib-storage1,S01,stor-fabric-02,port14,ok
Reference Pod 1,886,mmf-om4,20.0,C04,dgx-c04-02,inband0,M01,inband-01,eth14,ok
Reference Pod 1,887,mmf-om4,20.0,C04,dgx-c04-02,inband1,M01,inband-02,eth14,ok
Reference Pod 1,946,cat6a,30.0,C04,dgx-c04-03,bmc,M01,oob-01,eth15,
Reference Pod 1,388,mmf-om4,25.0,C04,dgx-c04-03,ib-rail0,N01,leaf-01,port15,ok
Reference Pod 1,389,mmf-om4,25.0,C04,dgx-c04-03,ib-rail1,N01,leaf-02,port15,ok
Reference Pod 1,390,mmf-om4,25.0,C04,dgx-c04-03,ib-rail2,N01,leaf-03,port15,ok
Reference Pod 1,391,mmf-om4,25.0,C04,dgx-c04-03,ib-rail3,N01,leaf-04,port15,ok
Reference Pod 1,392,mmf-om4,25.0,C04,dgx-c04-03,ib-rail4,N02,leaf-05,port15,ok
Reference Pod 1,393,mmf-om4,25.0,C04,dgx-c04-03,ib-rail5,N02,leaf-06,port15,ok
Reference Pod 1,394,mmf-om4,25.0,C04,dgx-c04-03,ib-rail6,N02,leaf-07,port15,ok
Reference Pod 1,395,mmf-om4,25.0,C04,dgx-c04-03,ib-rail7,N02,leaf-08,port15,ok
Reference Pod 1,816,mmf-om4,20.0,C04,dgx-c04-03,ib-storage0,S01,stor-fabric-01,port15,ok
Reference Pod 1,817,mmf-om4,20.0,C04,dgx-c04-03,ib-storage1,S01,stor-fabric-02,port15,ok
Reference Pod 1,888,mmf-om4,20.0,C04,dgx-c04-03,inband0,M01,inband-01,eth15,ok
Reference Pod 1,889,mmf-om4,20.0,C04,dgx-c04-03,inband1,M01,inband-02,eth15,ok
Reference Pod 1,947,cat6a,30.0,C04,dgx-c04-04,bmc,M01,oob-01,eth16,
Reference Pod 1,396,mmf-om4,25.0,C04,dgx-c04-04,ib-rail0,N01,leaf-01,port16,ok
Reference Pod 1,397,mmf-om4,25.0,C04,dgx-c04-04,ib-rail1,N01,leaf-02,port16,ok
Reference Pod 1,398,mmf-om4,25.0,C04,dgx-c04-04,ib-rail2,N01,leaf-03,port16,ok
Reference Pod 1,399,mmf-om4,25.0,C04,dgx-c04-04,ib-rail3,N01,leaf-04,port16,ok
Reference Pod 1,400,mmf-om4,25.0,C04,dgx-c04-04,ib-rail4,N02,leaf-05,port16,ok
Reference Pod 1,401,mmf-om4,25.0,C04,dgx-c04-04,ib-rail5,N02,leaf-06,port16,ok
Reference Pod 1,402,mmf-om4,25.0,C04,dgx-c04-04,ib-rail6,N02,leaf-07,port16,ok
Reference Pod 1,403,mmf-om4,25.0,C04,dgx-c04-04,ib-rail7,N02,leaf-08,port16,ok
Reference Pod 1,818,mmf-om4,20.0,C04,dgx-c04-04,ib-storage0,S01,stor-fabric-01,port16,ok
Reference Pod 1,819,mmf-om4,20.0,C04,dgx-c04-04,ib-storage1,S01,stor-fabric-02,port16,ok
Reference Pod 1,890,mmf-om4,20.0,C04,dgx-c04-04,inband0,M01,inband-01,eth16,ok
Reference Pod 1,891,mmf-om4,20.0,C04,dgx-c04-04,inband1,M01,inband-02,eth16,ok
Reference Pod 1,88,power,,C04,pdu-c04-a,outlet1,C04,dgx-c04-01,psu1,
Reference Pod 1,89,power,,C04,pdu-c04-a,outlet2,C04,dgx-c04-01,psu2,
Reference Pod 1,94,power,,C04,pdu-c04-a,outlet3,C04,dgx-c04-02,psu1,
Reference Pod 1,95,power,,C04,pdu-c04-a,outlet4,C04,dgx-c04-02,psu2,
Reference Pod 1,100,power,,C04,pdu-c04-a,outlet5,C04,dgx-c04-03,psu1,
Reference Pod 1,101,power,,C04,pdu-c04-a,outlet6,C04,dgx-c04-03,psu2,
Reference Pod 1,106,power,,C04,pdu-c04-a,outlet7,C04,dgx-c04-04,psu1,
Reference Pod 1,107,power,,C04,pdu-c04-a,outlet8,C04,dgx-c04-04,psu2,
Reference Pod 1,90,power,,C04,pdu-c04-b,outlet1,C04,dgx-c04-01,psu3,
Reference Pod 1,91,power,,C04,pdu-c04-b,outlet2,C04,dgx-c04-01,psu4,
Reference Pod 1,96,power,,C04,pdu-c04-b,outlet3,C04,dgx-c04-02,psu3,
Reference Pod 1,97,power,,C04,pdu-c04-b,outlet4,C04,dgx-c04-02,psu4,
Reference Pod 1,102,power,,C04,pdu-c04-b,outlet5,C04,dgx-c04-03,psu3,
Reference Pod 1,103,power,,C04,pdu-c04-b,outlet6,C04,dgx-c04-03,psu4,
Reference Pod 1,108,power,,C04,pdu-c04-b,outlet7,C04,dgx-c04-04,psu3,
Reference Pod 1,109,power,,C04,pdu-c04-b,outlet8,C04,dgx-c04-04,psu4,
Reference Pod 1,92,power,,C04,pdu-c04-c,outlet1,C04,dgx-c04-01,psu5,
Reference Pod 1,93,power,,C04,pdu-c04-c,outlet2,C04,dgx-c04-01,psu6,
Reference Pod 1,98,power,,C04,pdu-c04-c,outlet3,C04,dgx-c04-02,psu5,
Reference Pod 1,99,power,,C04,pdu-c04-c,outlet4,C04,dgx-c04-02,psu6,
Reference Pod 1,104,power,,C04,pdu-c04-c,outlet5,C04,dgx-c04-03,psu5,
Reference Pod 1,105,power,,C04,pdu-c04-c,outlet6,C04,dgx-c04-03,psu6,
Reference Pod 1,110,power,,C04,pdu-c04-c,outlet7,C04,dgx-c04-04,psu5,
Reference Pod 1,111,power,,C04,pdu-c04-c,outlet8,C04,dgx-c04-04,psu6,
Reference Pod 1,112,power,,C05,(power feed),C05-A,C05,pdu-c05-a,input,
Reference Pod 1,113,power,,C05,(power feed),C05-B,C05,pdu-c05-b,input,
Reference Pod 1,114,power,,C05,(power feed),C05-C,C05,pdu-c05-c,input,
Reference Pod 1,948,cat6a,30.0,C05,dgx-c05-01,bmc,M01,oob-01,eth17,
Reference Pod 1,404,mmf-om4,25.0,C05,dgx-c05-01,ib-rail0,N01,leaf-01,port17,ok
Reference Pod 1,405,mmf-om4,25.0,C05,dgx-c05-01,ib-rail1,N01,leaf-02,port17,ok
Reference Pod 1,406,mmf-om4,25.0,C05,dgx-c05-01,ib-rail2,N01,leaf-03,port17,ok
Reference Pod 1,407,mmf-om4,25.0,C05,dgx-c05-01,ib-rail3,N01,leaf-04,port17,ok
Reference Pod 1,408,mmf-om4,25.0,C05,dgx-c05-01,ib-rail4,N02,leaf-05,port17,ok
Reference Pod 1,409,mmf-om4,25.0,C05,dgx-c05-01,ib-rail5,N02,leaf-06,port17,ok
Reference Pod 1,410,mmf-om4,25.0,C05,dgx-c05-01,ib-rail6,N02,leaf-07,port17,ok
Reference Pod 1,411,mmf-om4,25.0,C05,dgx-c05-01,ib-rail7,N02,leaf-08,port17,ok
Reference Pod 1,820,mmf-om4,20.0,C05,dgx-c05-01,ib-storage0,S01,stor-fabric-01,port17,ok
Reference Pod 1,821,mmf-om4,20.0,C05,dgx-c05-01,ib-storage1,S01,stor-fabric-02,port17,ok
Reference Pod 1,892,mmf-om4,20.0,C05,dgx-c05-01,inband0,M01,inband-01,eth17,ok
Reference Pod 1,893,mmf-om4,20.0,C05,dgx-c05-01,inband1,M01,inband-02,eth17,ok
Reference Pod 1,949,cat6a,30.0,C05,dgx-c05-02,bmc,M01,oob-01,eth18,
Reference Pod 1,412,mmf-om4,25.0,C05,dgx-c05-02,ib-rail0,N01,leaf-01,port18,ok
Reference Pod 1,413,mmf-om4,25.0,C05,dgx-c05-02,ib-rail1,N01,leaf-02,port18,ok
Reference Pod 1,414,mmf-om4,25.0,C05,dgx-c05-02,ib-rail2,N01,leaf-03,port18,ok
Reference Pod 1,415,mmf-om4,25.0,C05,dgx-c05-02,ib-rail3,N01,leaf-04,port18,ok
Reference Pod 1,416,mmf-om4,25.0,C05,dgx-c05-02,ib-rail4,N02,leaf-05,port18,ok
Reference Pod 1,417,mmf-om4,25.0,C05,dgx-c05-02,ib-rail5,N02,leaf-06,port18,ok
Reference Pod 1,418,mmf-om4,25.0,C05,dgx-c05-02,ib-rail6,N02,leaf-07,port18,ok
Reference Pod 1,419,mmf-om4,25.0,C05,dgx-c05-02,ib-rail7,N02,leaf-08,port18,ok
Reference Pod 1,822,mmf-om4,20.0,C05,dgx-c05-02,ib-storage0,S01,stor-fabric-01,port18,ok
Reference Pod 1,823,mmf-om4,20.0,C05,dgx-c05-02,ib-storage1,S01,stor-fabric-02,port18,ok
Reference Pod 1,894,mmf-om4,20.0,C05,dgx-c05-02,inband0,M01,inband-01,eth18,ok
Reference Pod 1,895,mmf-om4,20.0,C05,dgx-c05-02,inband1,M01,inband-02,eth18,ok
Reference Pod 1,950,cat6a,30.0,C05,dgx-c05-03,bmc,M01,oob-02,eth1,
Reference Pod 1,420,mmf-om4,25.0,C05,dgx-c05-03,ib-rail0,N01,leaf-01,port19,ok
Reference Pod 1,421,mmf-om4,25.0,C05,dgx-c05-03,ib-rail1,N01,leaf-02,port19,ok
Reference Pod 1,422,mmf-om4,25.0,C05,dgx-c05-03,ib-rail2,N01,leaf-03,port19,ok
Reference Pod 1,423,mmf-om4,25.0,C05,dgx-c05-03,ib-rail3,N01,leaf-04,port19,ok
Reference Pod 1,424,mmf-om4,25.0,C05,dgx-c05-03,ib-rail4,N02,leaf-05,port19,ok
Reference Pod 1,425,mmf-om4,25.0,C05,dgx-c05-03,ib-rail5,N02,leaf-06,port19,ok
Reference Pod 1,426,mmf-om4,25.0,C05,dgx-c05-03,ib-rail6,N02,leaf-07,port19,ok
Reference Pod 1,427,mmf-om4,25.0,C05,dgx-c05-03,ib-rail7,N02,leaf-08,port19,ok
Reference Pod 1,824,mmf-om4,20.0,C05,dgx-c05-03,ib-storage0,S01,stor-fabric-01,port19,ok
Reference Pod 1,825,mmf-om4,20.0,C05,dgx-c05-03,ib-storage1,S01,stor-fabric-02,port19,ok
Reference Pod 1,896,mmf-om4,20.0,C05,dgx-c05-03,inband0,M01,inband-01,eth19,ok
Reference Pod 1,897,mmf-om4,20.0,C05,dgx-c05-03,inband1,M01,inband-02,eth19,ok
Reference Pod 1,951,cat6a,30.0,C05,dgx-c05-04,bmc,M01,oob-02,eth2,
Reference Pod 1,428,mmf-om4,25.0,C05,dgx-c05-04,ib-rail0,N01,leaf-01,port20,ok
Reference Pod 1,429,mmf-om4,25.0,C05,dgx-c05-04,ib-rail1,N01,leaf-02,port20,ok
Reference Pod 1,430,mmf-om4,25.0,C05,dgx-c05-04,ib-rail2,N01,leaf-03,port20,ok
Reference Pod 1,431,mmf-om4,25.0,C05,dgx-c05-04,ib-rail3,N01,leaf-04,port20,ok
Reference Pod 1,432,mmf-om4,25.0,C05,dgx-c05-04,ib-rail4,N02,leaf-05,port20,ok
Reference Pod 1,433,mmf-om4,25.0,C05,dgx-c05-04,ib-rail5,N02,leaf-06,port20,ok
Reference Pod 1,434,mmf-om4,25.0,C05,dgx-c05-04,ib-rail6,N02,leaf-07,port20,ok
Reference Pod 1,435,mmf-om4,25.0,C05,dgx-c05-04,ib-rail7,N02,leaf-08,port20,ok
Reference Pod 1,826,mmf-om4,20.0,C05,dgx-c05-04,ib-storage0,S01,stor-fabric-01,port20,ok
Reference Pod 1,827,mmf-om4,20.0,C05,dgx-c05-04,ib-storage1,S01,stor-fabric-02,port20,ok
Reference Pod 1,898,mmf-om4,20.0,C05,dgx-c05-04,inband0,M01,inband-01,eth20,ok
Reference Pod 1,899,mmf-om4,20.0,C05,dgx-c05-04,inband1,M01,inband-02,eth20,ok
Reference Pod 1,115,power,,C05,pdu-c05-a,outlet1,C05,dgx-c05-01,psu1,
Reference Pod 1,116,power,,C05,pdu-c05-a,outlet2,C05,dgx-c05-01,psu2,
Reference Pod 1,121,power,,C05,pdu-c05-a,outlet3,C05,dgx-c05-02,psu1,
Reference Pod 1,122,power,,C05,pdu-c05-a,outlet4,C05,dgx-c05-02,psu2,
Reference Pod 1,127,power,,C05,pdu-c05-a,outlet5,C05,dgx-c05-03,psu1,
Reference Pod 1,128,power,,C05,pdu-c05-a,outlet6,C05,dgx-c05-03,psu2,
Reference Pod 1,133,power,,C05,pdu-c05-a,outlet7,C05,dgx-c05-04,psu1,
Reference Pod 1,134,power,,C05,pdu-c05-a,outlet8,C05,dgx-c05-04,psu2,
Reference Pod 1,117,power,,C05,pdu-c05-b,outlet1,C05,dgx-c05-01,psu3,
Reference Pod 1,118,power,,C05,pdu-c05-b,outlet2,C05,dgx-c05-01,psu4,
Reference Pod 1,123,power,,C05,pdu-c05-b,outlet3,C05,dgx-c05-02,psu3,
Reference Pod 1,124,power,,C05,pdu-c05-b,outlet4,C05,dgx-c05-02,psu4,
Reference Pod 1,129,power,,C05,pdu-c05-b,outlet5,C05,dgx-c05-03,psu3,
Reference Pod 1,130,power,,C05,pdu-c05-b,outlet6,C05,dgx-c05-03,psu4,
Reference Pod 1,135,power,,C05,pdu-c05-b,outlet7,C05,dgx-c05-04,psu3,
Reference Pod 1,136,power,,C05,pdu-c05-b,outlet8,C05,dgx-c05-04,psu4,
Reference Pod 1,119,power,,C05,pdu-c05-c,outlet1,C05,dgx-c05-01,psu5,
Reference Pod 1,120,power,,C05,pdu-c05-c,outlet2,C05,dgx-c05-01,psu6,
Reference Pod 1,125,power,,C05,pdu-c05-c,outlet3,C05,dgx-c05-02,psu5,
Reference Pod 1,126,power,,C05,pdu-c05-c,outlet4,C05,dgx-c05-02,psu6,
Reference Pod 1,131,power,,C05,pdu-c05-c,outlet5,C05,dgx-c05-03,psu5,
Reference Pod 1,132,power,,C05,pdu-c05-c,outlet6,C05,dgx-c05-03,psu6,
Reference Pod 1,137,power,,C05,pdu-c05-c,outlet7,C05,dgx-c05-04,psu5,
Reference Pod 1,138,power,,C05,pdu-c05-c,outlet8,C05,dgx-c05-04,psu6,
Reference Pod 1,139,power,,C06,(power feed),C06-A,C06,pdu-c06-a,input,
Reference Pod 1,140,power,,C06,(power feed),C06-B,C06,pdu-c06-b,input,
Reference Pod 1,141,power,,C06,(power feed),C06-C,C06,pdu-c06-c,input,
Reference Pod 1,952,cat6a,30.0,C06,dgx-c06-01,bmc,M01,oob-02,eth3,
Reference Pod 1,436,mmf-om4,25.0,C06,dgx-c06-01,ib-rail0,N01,leaf-01,port21,ok
Reference Pod 1,437,mmf-om4,25.0,C06,dgx-c06-01,ib-rail1,N01,leaf-02,port21,ok
Reference Pod 1,438,mmf-om4,25.0,C06,dgx-c06-01,ib-rail2,N01,leaf-03,port21,ok
Reference Pod 1,439,mmf-om4,25.0,C06,dgx-c06-01,ib-rail3,N01,leaf-04,port21,ok
Reference Pod 1,440,mmf-om4,25.0,C06,dgx-c06-01,ib-rail4,N02,leaf-05,port21,ok
Reference Pod 1,441,mmf-om4,25.0,C06,dgx-c06-01,ib-rail5,N02,leaf-06,port21,ok
Reference Pod 1,442,mmf-om4,25.0,C06,dgx-c06-01,ib-rail6,N02,leaf-07,port21,ok
Reference Pod 1,443,mmf-om4,25.0,C06,dgx-c06-01,ib-rail7,N02,leaf-08,port21,ok
Reference Pod 1,828,mmf-om4,20.0,C06,dgx-c06-01,ib-storage0,S01,stor-fabric-01,port21,ok
Reference Pod 1,829,mmf-om4,20.0,C06,dgx-c06-01,ib-storage1,S01,stor-fabric-02,port21,ok
Reference Pod 1,900,mmf-om4,20.0,C06,dgx-c06-01,inband0,M01,inband-01,eth21,ok
Reference Pod 1,901,mmf-om4,20.0,C06,dgx-c06-01,inband1,M01,inband-02,eth21,ok
Reference Pod 1,953,cat6a,30.0,C06,dgx-c06-02,bmc,M01,oob-02,eth4,
Reference Pod 1,444,mmf-om4,25.0,C06,dgx-c06-02,ib-rail0,N01,leaf-01,port22,ok
Reference Pod 1,445,mmf-om4,25.0,C06,dgx-c06-02,ib-rail1,N01,leaf-02,port22,ok
Reference Pod 1,446,mmf-om4,25.0,C06,dgx-c06-02,ib-rail2,N01,leaf-03,port22,ok
Reference Pod 1,447,mmf-om4,25.0,C06,dgx-c06-02,ib-rail3,N01,leaf-04,port22,ok
Reference Pod 1,448,mmf-om4,25.0,C06,dgx-c06-02,ib-rail4,N02,leaf-05,port22,ok
Reference Pod 1,449,mmf-om4,25.0,C06,dgx-c06-02,ib-rail5,N02,leaf-06,port22,ok
Reference Pod 1,450,mmf-om4,25.0,C06,dgx-c06-02,ib-rail6,N02,leaf-07,port22,ok
Reference Pod 1,451,mmf-om4,25.0,C06,dgx-c06-02,ib-rail7,N02,leaf-08,port22,ok
Reference Pod 1,830,mmf-om4,20.0,C06,dgx-c06-02,ib-storage0,S01,stor-fabric-01,port22,ok
Reference Pod 1,831,mmf-om4,20.0,C06,dgx-c06-02,ib-storage1,S01,stor-fabric-02,port22,ok
Reference Pod 1,902,mmf-om4,20.0,C06,dgx-c06-02,inband0,M01,inband-01,eth22,ok
Reference Pod 1,903,mmf-om4,20.0,C06,dgx-c06-02,inband1,M01,inband-02,eth22,ok
Reference Pod 1,954,cat6a,30.0,C06,dgx-c06-03,bmc,M01,oob-02,eth5,
Reference Pod 1,452,mmf-om4,25.0,C06,dgx-c06-03,ib-rail0,N01,leaf-01,port23,ok
Reference Pod 1,453,mmf-om4,25.0,C06,dgx-c06-03,ib-rail1,N01,leaf-02,port23,ok
Reference Pod 1,454,mmf-om4,25.0,C06,dgx-c06-03,ib-rail2,N01,leaf-03,port23,ok
Reference Pod 1,455,mmf-om4,25.0,C06,dgx-c06-03,ib-rail3,N01,leaf-04,port23,ok
Reference Pod 1,456,mmf-om4,25.0,C06,dgx-c06-03,ib-rail4,N02,leaf-05,port23,ok
Reference Pod 1,457,mmf-om4,25.0,C06,dgx-c06-03,ib-rail5,N02,leaf-06,port23,ok
Reference Pod 1,458,mmf-om4,25.0,C06,dgx-c06-03,ib-rail6,N02,leaf-07,port23,ok
Reference Pod 1,459,mmf-om4,25.0,C06,dgx-c06-03,ib-rail7,N02,leaf-08,port23,ok
Reference Pod 1,832,mmf-om4,20.0,C06,dgx-c06-03,ib-storage0,S01,stor-fabric-01,port23,ok
Reference Pod 1,833,mmf-om4,20.0,C06,dgx-c06-03,ib-storage1,S01,stor-fabric-02,port23,ok
Reference Pod 1,904,mmf-om4,20.0,C06,dgx-c06-03,inband0,M01,inband-01,eth23,ok
Reference Pod 1,905,mmf-om4,20.0,C06,dgx-c06-03,inband1,M01,inband-02,eth23,ok
Reference Pod 1,955,cat6a,30.0,C06,dgx-c06-04,bmc,M01,oob-02,eth6,
Reference Pod 1,460,mmf-om4,25.0,C06,dgx-c06-04,ib-rail0,N01,leaf-01,port24,ok
Reference Pod 1,461,mmf-om4,25.0,C06,dgx-c06-04,ib-rail1,N01,leaf-02,port24,ok
Reference Pod 1,462,mmf-om4,25.0,C06,dgx-c06-04,ib-rail2,N01,leaf-03,port24,ok
Reference Pod 1,463,mmf-om4,25.0,C06,dgx-c06-04,ib-rail3,N01,leaf-04,port24,ok
Reference Pod 1,464,mmf-om4,25.0,C06,dgx-c06-04,ib-rail4,N02,leaf-05,port24,ok
Reference Pod 1,465,mmf-om4,25.0,C06,dgx-c06-04,ib-rail5,N02,leaf-06,port24,ok
Reference Pod 1,466,mmf-om4,25.0,C06,dgx-c06-04,ib-rail6,N02,leaf-07,port24,ok
Reference Pod 1,467,mmf-om4,25.0,C06,dgx-c06-04,ib-rail7,N02,leaf-08,port24,ok
Reference Pod 1,834,mmf-om4,20.0,C06,dgx-c06-04,ib-storage0,S01,stor-fabric-01,port24,ok
Reference Pod 1,835,mmf-om4,20.0,C06,dgx-c06-04,ib-storage1,S01,stor-fabric-02,port24,ok
Reference Pod 1,906,mmf-om4,20.0,C06,dgx-c06-04,inband0,M01,inband-01,eth24,ok
Reference Pod 1,907,mmf-om4,20.0,C06,dgx-c06-04,inband1,M01,inband-02,eth24,ok
Reference Pod 1,142,power,,C06,pdu-c06-a,outlet1,C06,dgx-c06-01,psu1,
Reference Pod 1,143,power,,C06,pdu-c06-a,outlet2,C06,dgx-c06-01,psu2,
Reference Pod 1,148,power,,C06,pdu-c06-a,outlet3,C06,dgx-c06-02,psu1,
Reference Pod 1,149,power,,C06,pdu-c06-a,outlet4,C06,dgx-c06-02,psu2,
Reference Pod 1,154,power,,C06,pdu-c06-a,outlet5,C06,dgx-c06-03,psu1,
Reference Pod 1,155,power,,C06,pdu-c06-a,outlet6,C06,dgx-c06-03,psu2,
Reference Pod 1,160,power,,C06,pdu-c06-a,outlet7,C06,dgx-c06-04,psu1,
Reference Pod 1,161,power,,C06,pdu-c06-a,outlet8,C06,dgx-c06-04,psu2,
Reference Pod 1,144,power,,C06,pdu-c06-b,outlet1,C06,dgx-c06-01,psu3,
Reference Pod 1,145,power,,C06,pdu-c06-b,outlet2,C06,dgx-c06-01,psu4,
Reference Pod 1,150,power,,C06,pdu-c06-b,outlet3,C06,dgx-c06-02,psu3,
Reference Pod 1,151,power,,C06,pdu-c06-b,outlet4,C06,dgx-c06-02,psu4,
Reference Pod 1,156,power,,C06,pdu-c06-b,outlet5,C06,dgx-c06-03,psu3,
Reference Pod 1,157,power,,C06,pdu-c06-b,outlet6,C06,dgx-c06-03,psu4,
Reference Pod 1,162,power,,C06,pdu-c06-b,outlet7,C06,dgx-c06-04,psu3,
Reference Pod 1,163,power,,C06,pdu-c06-b,outlet8,C06,dgx-c06-04,psu4,
Reference Pod 1,146,power,,C06,pdu-c06-c,outlet1,C06,dgx-c06-01,psu5,
Reference Pod 1,147,power,,C06,pdu-c06-c,outlet2,C06,dgx-c06-01,psu6,
Reference Pod 1,152,power,,C06,pdu-c06-c,outlet3,C06,dgx-c06-02,psu5,
Reference Pod 1,153,power,,C06,pdu-c06-c,outlet4,C06,dgx-c06-02,psu6,
Reference Pod 1,158,power,,C06,pdu-c06-c,outlet5,C06,dgx-c06-03,psu5,
Reference Pod 1,159,power,,C06,pdu-c06-c,outlet6,C06,dgx-c06-03,psu6,
Reference Pod 1,164,power,,C06,pdu-c06-c,outlet7,C06,dgx-c06-04,psu5,
Reference Pod 1,165,power,,C06,pdu-c06-c,outlet8,C06,dgx-c06-04,psu6,
Reference Pod 1,166,power,,C07,(power feed),C07-A,C07,pdu-c07-a,input,
Reference Pod 1,167,power,,C07,(power feed),C07-B,C07,pdu-c07-b,input,
Reference Pod 1,168,power,,C07,(power feed),C07-C,C07,pdu-c07-c,input,
Reference Pod 1,956,cat6a,30.0,C07,dgx-c07-01,bmc,M01,oob-02,eth7,
Reference Pod 1,468,mmf-om4,25.0,C07,dgx-c07-01,ib-rail0,N01,leaf-01,port25,ok
Reference Pod 1,469,mmf-om4,25.0,C07,dgx-c07-01,ib-rail1,N01,leaf-02,port25,ok
Reference Pod 1,470,mmf-om4,25.0,C07,dgx-c07-01,ib-rail2,N01,leaf-03,port25,ok
Reference Pod 1,471,mmf-om4,25.0,C07,dgx-c07-01,ib-rail3,N01,leaf-04,port25,ok
Reference Pod 1,472,mmf-om4,25.0,C07,dgx-c07-01,ib-rail4,N02,leaf-05,port25,ok
Reference Pod 1,473,mmf-om4,25.0,C07,dgx-c07-01,ib-rail5,N02,leaf-06,port25,ok
Reference Pod 1,474,mmf-om4,25.0,C07,dgx-c07-01,ib-rail6,N02,leaf-07,port25,ok
Reference Pod 1,475,mmf-om4,25.0,C07,dgx-c07-01,ib-rail7,N02,leaf-08,port25,ok
Reference Pod 1,836,mmf-om4,20.0,C07,dgx-c07-01,ib-storage0,S01,stor-fabric-01,port25,ok
Reference Pod 1,837,mmf-om4,20.0,C07,dgx-c07-01,ib-storage1,S01,stor-fabric-02,port25,ok
Reference Pod 1,908,mmf-om4,20.0,C07,dgx-c07-01,inband0,M01,inband-01,eth25,ok
Reference Pod 1,909,mmf-om4,20.0,C07,dgx-c07-01,inband1,M01,inband-02,eth25,ok
Reference Pod 1,957,cat6a,30.0,C07,dgx-c07-02,bmc,M01,oob-02,eth8,
Reference Pod 1,476,mmf-om4,25.0,C07,dgx-c07-02,ib-rail0,N01,leaf-01,port26,ok
Reference Pod 1,477,mmf-om4,25.0,C07,dgx-c07-02,ib-rail1,N01,leaf-02,port26,ok
Reference Pod 1,478,mmf-om4,25.0,C07,dgx-c07-02,ib-rail2,N01,leaf-03,port26,ok
Reference Pod 1,479,mmf-om4,25.0,C07,dgx-c07-02,ib-rail3,N01,leaf-04,port26,ok
Reference Pod 1,480,mmf-om4,25.0,C07,dgx-c07-02,ib-rail4,N02,leaf-05,port26,ok
Reference Pod 1,481,mmf-om4,25.0,C07,dgx-c07-02,ib-rail5,N02,leaf-06,port26,ok
Reference Pod 1,482,mmf-om4,25.0,C07,dgx-c07-02,ib-rail6,N02,leaf-07,port26,ok
Reference Pod 1,483,mmf-om4,25.0,C07,dgx-c07-02,ib-rail7,N02,leaf-08,port26,ok
Reference Pod 1,838,mmf-om4,20.0,C07,dgx-c07-02,ib-storage0,S01,stor-fabric-01,port26,ok
Reference Pod 1,839,mmf-om4,20.0,C07,dgx-c07-02,ib-storage1,S01,stor-fabric-02,port26,ok
Reference Pod 1,910,mmf-om4,20.0,C07,dgx-c07-02,inband0,M01,inband-01,eth26,ok
Reference Pod 1,911,mmf-om4,20.0,C07,dgx-c07-02,inband1,M01,inband-02,eth26,ok
Reference Pod 1,958,cat6a,30.0,C07,dgx-c07-03,bmc,M01,oob-02,eth9,
Reference Pod 1,484,mmf-om4,25.0,C07,dgx-c07-03,ib-rail0,N01,leaf-01,port27,ok
Reference Pod 1,485,mmf-om4,25.0,C07,dgx-c07-03,ib-rail1,N01,leaf-02,port27,ok
Reference Pod 1,486,mmf-om4,25.0,C07,dgx-c07-03,ib-rail2,N01,leaf-03,port27,ok
Reference Pod 1,487,mmf-om4,25.0,C07,dgx-c07-03,ib-rail3,N01,leaf-04,port27,ok
Reference Pod 1,488,mmf-om4,25.0,C07,dgx-c07-03,ib-rail4,N02,leaf-05,port27,ok
Reference Pod 1,489,mmf-om4,25.0,C07,dgx-c07-03,ib-rail5,N02,leaf-06,port27,ok
Reference Pod 1,490,mmf-om4,25.0,C07,dgx-c07-03,ib-rail6,N02,leaf-07,port27,ok
Reference Pod 1,491,mmf-om4,25.0,C07,dgx-c07-03,ib-rail7,N02,leaf-08,port27,ok
Reference Pod 1,840,mmf-om4,20.0,C07,dgx-c07-03,ib-storage0,S01,stor-fabric-01,port27,ok
Reference Pod 1,841,mmf-om4,20.0,C07,dgx-c07-03,ib-storage1,S01,stor-fabric-02,port27,ok
Reference Pod 1,912,mmf-om4,20.0,C07,dgx-c07-03,inband0,M01,inband-01,eth27,ok
Reference Pod 1,913,mmf-om4,20.0,C07,dgx-c07-03,inband1,M01,inband-02,eth27,ok
Reference Pod 1,959,cat6a,30.0,C07,dgx-c07-04,bmc,M01,oob-02,eth10,
Reference Pod 1,492,mmf-om4,25.0,C07,dgx-c07-04,ib-rail0,N01,leaf-01,port28,ok
Reference Pod 1,493,mmf-om4,25.0,C07,dgx-c07-04,ib-rail1,N01,leaf-02,port28,ok
Reference Pod 1,494,mmf-om4,25.0,C07,dgx-c07-04,ib-rail2,N01,leaf-03,port28,ok
Reference Pod 1,495,mmf-om4,25.0,C07,dgx-c07-04,ib-rail3,N01,leaf-04,port28,ok
Reference Pod 1,496,mmf-om4,25.0,C07,dgx-c07-04,ib-rail4,N02,leaf-05,port28,ok
Reference Pod 1,497,mmf-om4,25.0,C07,dgx-c07-04,ib-rail5,N02,leaf-06,port28,ok
Reference Pod 1,498,mmf-om4,25.0,C07,dgx-c07-04,ib-rail6,N02,leaf-07,port28,ok
Reference Pod 1,499,mmf-om4,25.0,C07,dgx-c07-04,ib-rail7,N02,leaf-08,port28,ok
Reference Pod 1,842,mmf-om4,20.0,C07,dgx-c07-04,ib-storage0,S01,stor-fabric-01,port28,ok
