site,cable_id,type,length_m,a_rack,a_device,a_termination,b_rack,b_device,b_termination,reach_check
Reference Pod 2,1279,power,,G08,(power feed),G08-5,G08,psh-g08-5,input,
Reference Pod 2,1280,power,,G08,(power feed),G08-6,G08,psh-g08-6,input,
Reference Pod 2,1281,power,,G08,(power feed),G08-7,G08,psh-g08-7,input,
Reference Pod 2,1282,power,,G08,(power feed),G08-8,G08,psh-g08-8,input,
Reference Pod 2,1507,power,,G08,busbar-g08,tray1,G08,ct-g08-01,dc-in,
Reference Pod 2,1517,power,,G08,busbar-g08,tray10,G08,ct-g08-11,dc-in,
Reference Pod 2,1525,power,,G08,busbar-g08,tray11,G08,nvs-g08-01,dc-in,
Reference Pod 2,1531,power,,G08,busbar-g08,tray12,G08,nvs-g08-07,dc-in,
Reference Pod 2,1510,power,,G08,busbar-g08,tray13,G08,ct-g08-04,dc-in,
Reference Pod 2,1518,power,,G08,busbar-g08,tray14,G08,ct-g08-12,dc-in,
Reference Pod 2,1526,power,,G08,busbar-g08,tray15,G08,nvs-g08-02,dc-in,
Reference Pod 2,1532,power,,G08,busbar-g08,tray16,G08,nvs-g08-08,dc-in,
Reference Pod 2,1511,power,,G08,busbar-g08,tray17,G08,ct-g08-05,dc-in,
Reference Pod 2,1519,power,,G08,busbar-g08,tray18,G08,ct-g08-13,dc-in,
Reference Pod 2,1527,power,,G08,busbar-g08,tray19,G08,nvs-g08-03,dc-in,
Reference Pod 2,1515,power,,G08,busbar-g08,tray2,G08,ct-g08-09,dc-in,
Reference Pod 2,1533,power,,G08,busbar-g08,tray20,G08,nvs-g08-09,dc-in,
Reference Pod 2,1512,power,,G08,busbar-g08,tray21,G08,ct-g08-06,dc-in,
Reference Pod 2,1520,power,,G08,busbar-g08,tray22,G08,ct-g08-14,dc-in,
Reference Pod 2,1528,power,,G08,busbar-g08,tray23,G08,nvs-g08-04,dc-in,
Reference Pod 2,1513,power,,G08,busbar-g08,tray25,G08,ct-g08-07,dc-in,
Reference Pod 2,1521,power,,G08,busbar-g08,tray26,G08,ct-g08-15,dc-in,
Reference Pod 2,1529,power,,G08,busbar-g08,tray27,G08,nvs-g08-05,dc-in,
Reference Pod 2,1514,power,,G08,busbar-g08,tray29,G08,ct-g08-08,dc-in,
Reference Pod 2,1523,power,,G08,busbar-g08,tray3,G08,ct-g08-17,dc-in,
Reference Pod 2,1522,power,,G08,busbar-g08,tray30,G08,ct-g08-16,dc-in,
Reference Pod 2,1530,power,,G08,busbar-g08,tray31,G08,nvs-g08-06,dc-in,
Reference Pod 2,1508,power,,G08,busbar-g08,tray5,G08,ct-g08-02,dc-in,
Reference Pod 2,1516,power,,G08,busbar-g08,tray6,G08,ct-g08-10,dc-in,
Reference Pod 2,1524,power,,G08,busbar-g08,tray7,G08,ct-g08-18,dc-in,
Reference Pod 2,1509,power,,G08,busbar-g08,tray9,G08,ct-g08-03,dc-in,
Reference Pod 2,1283,power,,G08,psh-g08-1,dc-out,G08,busbar-g08,shelf1,
Reference Pod 2,1284,power,,G08,psh-g08-2,dc-out,G08,busbar-g08,shelf2,
Reference Pod 2,1285,power,,G08,psh-g08-3,dc-out,G08,busbar-g08,shelf3,
Reference Pod 2,1286,power,,G08,psh-g08-4,dc-out,G08,busbar-g08,shelf4,
Reference Pod 2,1287,power,,G08,psh-g08-5,dc-out,G08,busbar-g08,shelf5,
Reference Pod 2,1288,power,,G08,psh-g08-6,dc-out,G08,busbar-g08,shelf6,
Reference Pod 2,1289,power,,G08,psh-g08-7,dc-out,G08,busbar-g08,shelf7,
Reference Pod 2,1290,power,,G08,psh-g08-8,dc-out,G08,busbar-g08,shelf8,
