cable_id,type,length_m,a_rack,a_device,a_termination,b_rack,b_device,b_termination,reach_check
948,cat6a,30.0,C05,dgx-c05-01,bmc,M01,oob-01,eth17,
404,mmf-om4,25.0,C05,dgx-c05-01,ib-rail0,N01,leaf-01,port17,ok
405,mmf-om4,25.0,C05,dgx-c05-01,ib-rail1,N01,leaf-02,port17,ok
406,mmf-om4,25.0,C05,dgx-c05-01,ib-rail2,N01,leaf-03,port17,ok
407,mmf-om4,25.0,C05,dgx-c05-01,ib-rail3,N01,leaf-04,port17,ok
408,mmf-om4,25.0,C05,dgx-c05-01,ib-rail4,N02,leaf-05,port17,ok
409,mmf-om4,25.0,C05,dgx-c05-01,ib-rail5,N02,leaf-06,port17,ok
410,mmf-om4,25.0,C05,dgx-c05-01,ib-rail6,N02,leaf-07,port17,ok
411,mmf-om4,25.0,C05,dgx-c05-01,ib-rail7,N02,leaf-08,port17,ok
820,mmf-om4,20.0,C05,dgx-c05-01,ib-storage0,S01,stor-fabric-01,port17,ok
821,mmf-om4,20.0,C05,dgx-c05-01,ib-storage1,S01,stor-fabric-02,port17,ok
892,mmf-om4,20.0,C05,dgx-c05-01,inband0,M01,inband-01,eth17,ok
893,mmf-om4,20.0,C05,dgx-c05-01,inband1,M01,inband-02,eth17,ok
949,cat6a,30.0,C05,dgx-c05-02,bmc,M01,oob-01,eth18,
412,mmf-om4,25.0,C05,dgx-c05-02,ib-rail0,N01,leaf-01,port18,ok
413,mmf-om4,25.0,C05,dgx-c05-02,ib-rail1,N01,leaf-02,port18,ok
414,mmf-om4,25.0,C05,dgx-c05-02,ib-rail2,N01,leaf-03,port18,ok
415,mmf-om4,25.0,C05,dgx-c05-02,ib-rail3,N01,leaf-04,port18,ok
416,mmf-om4,25.0,C05,dgx-c05-02,ib-rail4,N02,leaf-05,port18,ok
417,mmf-om4,25.0,C05,dgx-c05-02,ib-rail5,N02,leaf-06,port18,ok
418,mmf-om4,25.0,C05,dgx-c05-02,ib-rail6,N02,leaf-07,port18,ok
419,mmf-om4,25.0,C05,dgx-c05-02,ib-rail7,N02,leaf-08,port18,ok
822,mmf-om4,20.0,C05,dgx-c05-02,ib-storage0,S01,stor-fabric-01,port18,ok
823,mmf-om4,20.0,C05,dgx-c05-02,ib-storage1,S01,stor-fabric-02,port18,ok
894,mmf-om4,20.0,C05,dgx-c05-02,inband0,M01,inband-01,eth18,ok
895,mmf-om4,20.0,C05,dgx-c05-02,inband1,M01,inband-02,eth18,ok
950,cat6a,30.0,C05,dgx-c05-03,bmc,M01,oob-02,eth1,
420,mmf-om4,25.0,C05,dgx-c05-03,ib-rail0,N01,leaf-01,port19,ok
421,mmf-om4,25.0,C05,dgx-c05-03,ib-rail1,N01,leaf-02,port19,ok
422,mmf-om4,25.0,C05,dgx-c05-03,ib-rail2,N01,leaf-03,port19,ok
423,mmf-om4,25.0,C05,dgx-c05-03,ib-rail3,N01,leaf-04,port19,ok
424,mmf-om4,25.0,C05,dgx-c05-03,ib-rail4,N02,leaf-05,port19,ok
425,mmf-om4,25.0,C05,dgx-c05-03,ib-rail5,N02,leaf-06,port19,ok
426,mmf-om4,25.0,C05,dgx-c05-03,ib-rail6,N02,leaf-07,port19,ok
427,mmf-om4,25.0,C05,dgx-c05-03,ib-rail7,N02,leaf-08,port19,ok
824,mmf-om4,20.0,C05,dgx-c05-03,ib-storage0,S01,stor-fabric-01,port19,ok
825,mmf-om4,20.0,C05,dgx-c05-03,ib-storage1,S01,stor-fabric-02,port19,ok
896,mmf-om4,20.0,C05,dgx-c05-03,inband0,M01,inband-01,eth19,ok
897,mmf-om4,20.0,C05,dgx-c05-03,inband1,M01,inband-02,eth19,ok
951,cat6a,30.0,C05,dgx-c05-04,bmc,M01,oob-02,eth2,
428,mmf-om4,25.0,C05,dgx-c05-04,ib-rail0,N01,leaf-01,port20,ok
429,mmf-om4,25.0,C05,dgx-c05-04,ib-rail1,N01,leaf-02,port20,ok
430,mmf-om4,25.0,C05,dgx-c05-04,ib-rail2,N01,leaf-03,port20,ok
431,mmf-om4,25.0,C05,dgx-c05-04,ib-rail3,N01,leaf-04,port20,ok
432,mmf-om4,25.0,C05,dgx-c05-04,ib-rail4,N02,leaf-05,port20,ok
433,mmf-om4,25.0,C05,dgx-c05-04,ib-rail5,N02,leaf-06,port20,ok
434,mmf-om4,25.0,C05,dgx-c05-04,ib-rail6,N02,leaf-07,port20,ok
435,mmf-om4,25.0,C05,dgx-c05-04,ib-rail7,N02,leaf-08,port20,ok
826,mmf-om4,20.0,C05,dgx-c05-04,ib-storage0,S01,stor-fabric-01,port20,ok
827,mmf-om4,20.0,C05,dgx-c05-04,ib-storage1,S01,stor-fabric-02,port20,ok
898,mmf-om4,20.0,C05,dgx-c05-04,inband0,M01,inband-01,eth20,ok
899,mmf-om4,20.0,C05,dgx-c05-04,inband1,M01,inband-02,eth20,ok
115,power,,C05,pdu-c05-a,outlet1,C05,dgx-c05-01,psu1,
116,power,,C05,pdu-c05-a,outlet2,C05,dgx-c05-01,psu2,
121,power,,C05,pdu-c05-a,outlet3,C05,dgx-c05-02,psu1,
122,power,,C05,pdu-c05-a,outlet4,C05,dgx-c05-02,psu2,
127,power,,C05,pdu-c05-a,outlet5,C05,dgx-c05-03,psu1,
128,power,,C05,pdu-c05-a,outlet6,C05,dgx-c05-03,psu2,
133,power,,C05,pdu-c05-a,outlet7,C05,dgx-c05-04,psu1,
134,power,,C05,pdu-c05-a,outlet8,C05,dgx-c05-04,psu2,
117,power,,C05,pdu-c05-b,outlet1,C05,dgx-c05-01,psu3,
118,power,,C05,pdu-c05-b,outlet2,C05,dgx-c05-01,psu4,
123,power,,C05,pdu-c05-b,outlet3,C05,dgx-c05-02,psu3,
124,power,,C05,pdu-c05-b,outlet4,C05,dgx-c05-02,psu4,
129,power,,C05,pdu-c05-b,outlet5,C05,dgx-c05-03,psu3,
130,power,,C05,pdu-c05-b,outlet6,C05,dgx-c05-03,psu4,
135,power,,C05,pdu-c05-b,outlet7,C05,dgx-c05-04,psu3,
136,power,,C05,pdu-c05-b,outlet8,C05,dgx-c05-04,psu4,
119,power,,C05,pdu-c05-c,outlet1,C05,dgx-c05-01,psu5,
120,power,,C05,pdu-c05-c,outlet2,C05,dgx-c05-01,psu6,
125,power,,C05,pdu-c05-c,outlet3,C05,dgx-c05-02,psu5,
126,power,,C05,pdu-c05-c,outlet4,C05,dgx-c05-02,psu6,
131,power,,C05,pdu-c05-c,outlet5,C05,dgx-c05-03,psu5,
132,power,,C05,pdu-c05-c,outlet6,C05,dgx-c05-03,psu6,
137,power,,C05,pdu-c05-c,outlet7,C05,dgx-c05-04,psu5,
138,power,,C05,pdu-c05-c,outlet8,C05,dgx-c05-04,psu6,
139,power,,C06,(power feed),C06-A,C06,pdu-c06-a,input,
140,power,,C06,(power feed),C06-B,C06,pdu-c06-b,input,
141,power,,C06,(power feed),C06-C,C06,pdu-c06-c,input,
952,cat6a,30.0,C06,dgx-c06-01,bmc,M01,oob-02,eth3,
436,mmf-om4,25.0,C06,dgx-c06-01,ib-rail0,N01,leaf-01,port21,ok
437,mmf-om4,25.0,C06,dgx-c06-01,ib-rail1,N01,leaf-02,port21,ok
438,mmf-om4,25.0,C06,dgx-c06-01,ib-rail2,N01,leaf-03,port21,ok
439,mmf-om4,25.0,C06,dgx-c06-01,ib-rail3,N01,leaf-04,port21,ok
440,mmf-om4,25.0,C06,dgx-c06-01,ib-rail4,N02,leaf-05,port21,ok
441,mmf-om4,25.0,C06,dgx-c06-01,ib-rail5,N02,leaf-06,port21,ok
442,mmf-om4,25.0,C06,dgx-c06-01,ib-rail6,N02,leaf-07,port21,ok
443,mmf-om4,25.0,C06,dgx-c06-01,ib-rail7,N02,leaf-08,port21,ok
828,mmf-om4,20.0,C06,dgx-c06-01,ib-storage0,S01,stor-fabric-01,port21,ok
829,mmf-om4,20.0,C06,dgx-c06-01,ib-storage1,S01,stor-fabric-02,port21,ok
900,mmf-om4,20.0,C06,dgx-c06-01,inband0,M01,inband-01,eth21,ok
901,mmf-om4,20.0,C06,dgx-c06-01,inband1,M01,inband-02,eth21,ok
953,cat6a,30.0,C06,dgx-c06-02,bmc,M01,oob-02,eth4,
444,mmf-om4,25.0,C06,dgx-c06-02,ib-rail0,N01,leaf-01,port22,ok
445,mmf-om4,25.0,C06,dgx-c06-02,ib-rail1,N01,leaf-02,port22,ok
446,mmf-om4,25.0,C06,dgx-c06-02,ib-rail2,N01,leaf-03,port22,ok
447,mmf-om4,25.0,C06,dgx-c06-02,ib-rail3,N01,leaf-04,port22,ok
448,mmf-om4,25.0,C06,dgx-c06-02,ib-rail4,N02,leaf-05,port22,ok
449,mmf-om4,25.0,C06,dgx-c06-02,ib-rail5,N02,leaf-06,port22,ok
450,mmf-om4,25.0,C06,dgx-c06-02,ib-rail6,N02,leaf-07,port22,ok
451,mmf-om4,25.0,C06,dgx-c06-02,ib-rail7,N02,leaf-08,port22,ok
830,mmf-om4,20.0,C06,dgx-c06-02,ib-storage0,S01,stor-fabric-01,port22,ok
831,mmf-om4,20.0,C06,dgx-c06-02,ib-storage1,S01,stor-fabric-02,port22,ok
902,mmf-om4,20.0,C06,dgx-c06-02,inband0,M01,inband-01,eth22,ok
903,mmf-om4,20.0,C06,dgx-c06-02,inband1,M01,inband-02,eth22,ok
954,cat6a,30.0,C06,dgx-c06-03,bmc,M01,oob-02,eth5,
452,mmf-om4,25.0,C06,dgx-c06-03,ib-rail0,N01,leaf-01,port23,ok
453,mmf-om4,25.0,C06,dgx-c06-03,ib-rail1,N01,leaf-02,port23,ok
454,mmf-om4,25.0,C06,dgx-c06-03,ib-rail2,N01,leaf-03,port23,ok
455,mmf-om4,25.0,C06,dgx-c06-03,ib-rail3,N01,leaf-04,port23,ok
456,mmf-om4,25.0,C06,dgx-c06-03,ib-rail4,N02,leaf-05,port23,ok
457,mmf-om4,25.0,C06,dgx-c06-03,ib-rail5,N02,leaf-06,port23,ok
458,mmf-om4,25.0,C06,dgx-c06-03,ib-rail6,N02,leaf-07,port23,ok
459,mmf-om4,25.0,C06,dgx-c06-03,ib-rail7,N02,leaf-08,port23,ok
832,mmf-om4,20.0,C06,dgx-c06-03,ib-storage0,S01,stor-fabric-01,port23,ok
833,mmf-om4,20.0,C06,dgx-c06-03,ib-storage1,S01,stor-fabric-02,port23,ok
904,mmf-om4,20.0,C06,dgx-c06-03,inband0,M01,inband-01,eth23,ok
905,mmf-om4,20.0,C06,dgx-c06-03,inband1,M01,inband-02,eth23,ok
955,cat6a,30.0,C06,dgx-c06-04,bmc,M01,oob-02,eth6,
460,mmf-om4,25.0,C06,dgx-c06-04,ib-rail0,N01,leaf-01,port24,ok
461,mmf-om4,25.0,C06,dgx-c06-04,ib-rail1,N01,leaf-02,port24,ok
462,mmf-om4,25.0,C06,dgx-c06-04,ib-rail2,N01,leaf-03,port24,ok
463,mmf-om4,25.0,C06,dgx-c06-04,ib-rail3,N01,leaf-04,port24,ok
464,mmf-om4,25.0,C06,dgx-c06-04,ib-rail4,N02,leaf-05,port24,ok
465,mmf-om4,25.0,C06,dgx-c06-04,ib-rail5,N02,leaf-06,port24,ok
466,mmf-om4,25.0,C06,dgx-c06-04,ib-rail6,N02,leaf-07,port24,ok
467,mmf-om4,25.0,C06,dgx-c06-04,ib-rail7,N02,leaf-08,port24,ok
834,mmf-om4,20.0,C06,dgx-c06-04,ib-storage0,S01,stor-fabric-01,port24,ok
835,mmf-om4,20.0,C06,dgx-c06-04,ib-storage1,S01,stor-fabric-02,port24,ok
906,mmf-om4,20.0,C06,dgx-c06-04,inband0,M01,inband-01,eth24,ok
907,mmf-om4,20.0,C06,dgx-c06-04,inband1,M01,inband-02,eth24,ok
142,power,,C06,pdu-c06-a,outlet1,C06,dgx-c06-01,psu1,
143,power,,C06,pdu-c06-a,outlet2,C06,dgx-c06-01,psu2,
148,power,,C06,pdu-c06-a,outlet3,C06,dgx-c06-02,psu1,
149,power,,C06,pdu-c06-a,outlet4,C06,dgx-c06-02,psu2,
154,power,,C06,pdu-c06-a,outlet5,C06,dgx-c06-03,psu1,
155,power,,C06,pdu-c06-a,outlet6,C06,dgx-c06-03,psu2,
160,power,,C06,pdu-c06-a,outlet7,C06,dgx-c06-04,psu1,
161,power,,C06,pdu-c06-a,outlet8,C06,dgx-c06-04,psu2,
144,power,,C06,pdu-c06-b,outlet1,C06,dgx-c06-01,psu3,
145,power,,C06,pdu-c06-b,outlet2,C06,dgx-c06-01,psu4,
150,power,,C06,pdu-c06-b,outlet3,C06,dgx-c06-02,psu3,
151,power,,C06,pdu-c06-b,outlet4,C06,dgx-c06-02,psu4,
156,power,,C06,pdu-c06-b,outlet5,C06,dgx-c06-03,psu3,
157,power,,C06,pdu-c06-b,outlet6,C06,dgx-c06-03,psu4,
162,power,,C06,pdu-c06-b,outlet7,C06,dgx-c06-04,psu3,
163,power,,C06,pdu-c06-b,outlet8,C06,dgx-c06-04,psu4,
146,power,,C06,pdu-c06-c,outlet1,C06,dgx-c06-01,psu5,
147,power,,C06,pdu-c06-c,outlet2,C06,dgx-c06-01,psu6,
152,power,,C06,pdu-c06-c,outlet3,C06,dgx-c06-02,psu5,
153,power,,C06,pdu-c06-c,outlet4,C06,dgx-c06-02,psu6,
158,power,,C06,pdu-c06-c,outlet5,C06,dgx-c06-03,psu5,
159,power,,C06,pdu-c06-c,outlet6,C06,dgx-c06-03,psu6,
164,power,,C06,pdu-c06-c,outlet7,C06,dgx-c06-04,psu5,
165,power,,C06,pdu-c06-c,outlet8,C06,dgx-c06-04,psu6,
166,power,,C07,(power feed),C07-A,C07,pdu-c07-a,input,
167,power,,C07,(power feed),C07-B,C07,pdu-c07-b,input,
168,power,,C07,(power feed),C07-C,C07,pdu-c07-c,input,
956,cat6a,30.0,C07,dgx-c07-01,bmc,M01,oob-02,eth7,
468,mmf-om4,25.0,C07,dgx-c07-01,ib-rail0,N01,leaf-01,port25,ok
469,mmf-om4,25.0,C07,dgx-c07-01,ib-rail1,N01,leaf-02,port25,ok
470,mmf-om4,25.0,C07,dgx-c07-01,ib-rail2,N01,leaf-03,port25,ok
471,mmf-om4,25.0,C07,dgx-c07-01,ib-rail3,N01,leaf-04,port25,ok
472,mmf-om4,25.0,C07,dgx-c07-01,ib-rail4,N02,leaf-05,port25,ok
473,mmf-om4,25.0,C07,dgx-c07-01,ib-rail5,N02,leaf-06,port25,ok
474,mmf-om4,25.0,C07,dgx-c07-01,ib-rail6,N02,leaf-07,port25,ok
475,mmf-om4,25.0,C07,dgx-c07-01,ib-rail7,N02,leaf-08,port25,ok
836,mmf-om4,20.0,C07,dgx-c07-01,ib-storage0,S01,stor-fabric-01,port25,ok
837,mmf-om4,20.0,C07,dgx-c07-01,ib-storage1,S01,stor-fabric-02,port25,ok
908,mmf-om4,20.0,C07,dgx-c07-01,inband0,M01,inband-01,eth25,ok
909,mmf-om4,20.0,C07,dgx-c07-01,inband1,M01,inband-02,eth25,ok
957,cat6a,30.0,C07,dgx-c07-02,bmc,M01,oob-02,eth8,
476,mmf-om4,25.0,C07,dgx-c07-02,ib-rail0,N01,leaf-01,port26,ok
477,mmf-om4,25.0,C07,dgx-c07-02,ib-rail1,N01,leaf-02,port26,ok
478,mmf-om4,25.0,C07,dgx-c07-02,ib-rail2,N01,leaf-03,port26,ok
479,mmf-om4,25.0,C07,dgx-c07-02,ib-rail3,N01,leaf-04,port26,ok
480,mmf-om4,25.0,C07,dgx-c07-02,ib-rail4,N02,leaf-05,port26,ok
481,mmf-om4,25.0,C07,dgx-c07-02,ib-rail5,N02,leaf-06,port26,ok
482,mmf-om4,25.0,C07,dgx-c07-02,ib-rail6,N02,leaf-07,port26,ok
483,mmf-om4,25.0,C07,dgx-c07-02,ib-rail7,N02,leaf-08,port26,ok
838,mmf-om4,20.0,C07,dgx-c07-02,ib-storage0,S01,stor-fabric-01,port26,ok
839,mmf-om4,20.0,C07,dgx-c07-02,ib-storage1,S01,stor-fabric-02,port26,ok
910,mmf-om4,20.0,C07,dgx-c07-02,inband0,M01,inband-01,eth26,ok
911,mmf-om4,20.0,C07,dgx-c07-02,inband1,M01,inband-02,eth26,ok
958,cat6a,30.0,C07,dgx-c07-03,bmc,M01,oob-02,eth9,
484,mmf-om4,25.0,C07,dgx-c07-03,ib-rail0,N01,leaf-01,port27,ok
485,mmf-om4,25.0,C07,dgx-c07-03,ib-rail1,N01,leaf-02,port27,ok
486,mmf-om4,25.0,C07,dgx-c07-03,ib-rail2,N01,leaf-03,port27,ok
487,mmf-om4,25.0,C07,dgx-c07-03,ib-rail3,N01,leaf-04,port27,ok
488,mmf-om4,25.0,C07,dgx-c07-03,ib-rail4,N02,leaf-05,port27,ok
489,mmf-om4,25.0,C07,dgx-c07-03,ib-rail5,N02,leaf-06,port27,ok
490,mmf-om4,25.0,C07,dgx-c07-03,ib-rail6,N02,leaf-07,port27,ok
491,mmf-om4,25.0,C07,dgx-c07-03,ib-rail7,N02,leaf-08,port27,ok
840,mmf-om4,20.0,C07,dgx-c07-03,ib-storage0,S01,stor-fabric-01,port27,ok
841,mmf-om4,20.0,C07,dgx-c07-03,ib-storage1,S01,stor-fabric-02,port27,ok
912,mmf-om4,20.0,C07,dgx-c07-03,inband0,M01,inband-01,eth27,ok
913,mmf-om4,20.0,C07,dgx-c07-03,inband1,M01,inband-02,eth27,ok
959,cat6a,30.0,C07,dgx-c07-04,bmc,M01,oob-02,eth10,
492,mmf-om4,25.0,C07,dgx-c07-04,ib-rail0,N01,leaf-01,port28,ok
493,mmf-om4,25.0,C07,dgx-c07-04,ib-rail1,N01,leaf-02,port28,ok
494,mmf-om4,25.0,C07,dgx-c07-04,ib-rail2,N01,leaf-03,port28,ok
495,mmf-om4,25.0,C07,dgx-c07-04,ib-rail3,N01,leaf-04,port28,ok
496,mmf-om4,25.0,C07,dgx-c07-04,ib-rail4,N02,leaf-05,port28,ok
497,mmf-om4,25.0,C07,dgx-c07-04,ib-rail5,N02,leaf-06,port28,ok
498,mmf-om4,25.0,C07,dgx-c07-04,ib-rail6,N02,leaf-07,port28,ok
499,mmf-om4,25.0,C07,dgx-c07-04,ib-rail7,N02,leaf-08,port28,ok
842,mmf-om4,20.0,C07,dgx-c07-04,ib-storage0,S01,stor-fabric-01,port28,ok
843,mmf-om4,20.0,C07,dgx-c07-04,ib-storage1,S01,stor-fabric-02,port28,ok
914,mmf-om4,20.0,C07,dgx-c07-04,inband0,M01,inband-01,eth28,ok
915,mmf-om4,20.0,C07,dgx-c07-04,inband1,M01,inband-02,eth28,ok
169,power,,C07,pdu-c07-a,outlet1,C07,dgx-c07-01,psu1,
170,power,,C07,pdu-c07-a,outlet2,C07,dgx-c07-01,psu2,
175,power,,C07,pdu-c07-a,outlet3,C07,dgx-c07-02,psu1,
176,power,,C07,pdu-c07-a,outlet4,C07,dgx-c07-02,psu2,
181,power,,C07,pdu-c07-a,outlet5,C07,dgx-c07-03,psu1,
182,power,,C07,pdu-c07-a,outlet6,C07,dgx-c07-03,psu2,
187,power,,C07,pdu-c07-a,outlet7,C07,dgx-c07-04,psu1,
188,power,,C07,pdu-c07-a,outlet8,C07,dgx-c07-04,psu2,
171,power,,C07,pdu-c07-b,outlet1,C07,dgx-c07-01,psu3,
172,power,,C07,pdu-c07-b,outlet2,C07,dgx-c07-01,psu4,
177,power,,C07,pdu-c07-b,outlet3,C07,dgx-c07-02,psu3,
178,power,,C07,pdu-c07-b,outlet4,C07,dgx-c07-02,psu4,
183,power,,C07,pdu-c07-b,outlet5,C07,dgx-c07-03,psu3,
184,power,,C07,pdu-c07-b,outlet6,C07,dgx-c07-03,psu4,
189,power,,C07,pdu-c07-b,outlet7,C07,dgx-c07-04,psu3,
190,power,,C07,pdu-c07-b,outlet8,C07,dgx-c07-04,psu4,
173,power,,C07,pdu-c07-c,outlet1,C07,dgx-c07-01,psu5,
174,power,,C07,pdu-c07-c,outlet2,C07,dgx-c07-01,psu6,
179,power,,C07,pdu-c07-c,outlet3,C07,dgx-c07-02,psu5,
180,power,,C07,pdu-c07-c,outlet4,C07,dgx-c07-02,psu6,
185,power,,C07,pdu-c07-c,outlet5,C07,dgx-c07-03,psu5,
186,power,,C07,pdu-c07-c,outlet6,C07,dgx-c07-03,psu6,
191,power,,C07,pdu-c07-c,outlet7,C07,dgx-c07-04,psu5,
192,power,,C07,pdu-c07-c,outlet8,C07,dgx-c07-04,psu6,
193,power,,C08,(power feed),C08-A,C08,pdu-c08-a,input,
194,power,,C08,(power feed),C08-B,C08,pdu-c08-b,input,
195,power,,C08,(power feed),C08-C,C08,pdu-c08-c,input,
960,cat6a,30.0,C08,dgx-c08-01,bmc,M01,oob-02,eth11,
500,mmf-om4,25.0,C08,dgx-c08-01,ib-rail0,N01,leaf-01,port29,ok
501,mmf-om4,25.0,C08,dgx-c08-01,ib-rail1,N01,leaf-02,port29,ok
502,mmf-om4,25.0,C08,dgx-c08-01,ib-rail2,N01,leaf-03,port29,ok
503,mmf-om4,25.0,C08,dgx-c08-01,ib-rail3,N01,leaf-04,port29,ok
504,mmf-om4,25.0,C08,dgx-c08-01,ib-rail4,N02,leaf-05,port29,ok
505,mmf-om4,25.0,C08,dgx-c08-01,ib-rail5,N02,leaf-06,port29,ok
506,mmf-om4,25.0,C08,dgx-c08-01,ib-rail6,N02,leaf-07,port29,ok
507,mmf-om4,25.0,C08,dgx-c08-01,ib-rail7,N02,leaf-08,port29,ok
844,mmf-om4,20.0,C08,dgx-c08-01,ib-storage0,S01,stor-fabric-01,port29,ok
845,mmf-om4,20.0,C08,dgx-c08-01,ib-storage1,S01,stor-fabric-02,port29,ok
916,mmf-om4,20.0,C08,dgx-c08-01,inband0,M01,inband-01,eth29,ok
917,mmf-om4,20.0,C08,dgx-c08-01,inband1,M01,inband-02,eth29,ok
961,cat6a,30.0,C08,dgx-c08-02,bmc,M01,oob-02,eth12,
508,mmf-om4,25.0,C08,dgx-c08-02,ib-rail0,N01,leaf-01,port30,ok
509,mmf-om4,25.0,C08,dgx-c08-02,ib-rail1,N01,leaf-02,port30,ok
510,mmf-om4,25.0,C08,dgx-c08-02,ib-rail2,N01,leaf-03,port30,ok
511,mmf-om4,25.0,C08,dgx-c08-02,ib-rail3,N01,leaf-04,port30,ok
512,mmf-om4,25.0,C08,dgx-c08-02,ib-rail4,N02,leaf-05,port30,ok
513,mmf-om4,25.0,C08,dgx-c08-02,ib-rail5,N02,leaf-06,port30,ok
514,mmf-om4,25.0,C08,dgx-c08-02,ib-rail6,N02,leaf-07,port30,ok
515,mmf-om4,25.0,C08,dgx-c08-02,ib-rail7,N02,leaf-08,port30,ok
846,mmf-om4,20.0,C08,dgx-c08-02,ib-storage0,S01,stor-fabric-01,port30,ok
847,mmf-om4,20.0,C08,dgx-c08-02,ib-storage1,S01,stor-fabric-02,port30,ok
918,mmf-om4,20.0,C08,dgx-c08-02,inband0,M01,inband-01,eth30,ok
919,mmf-om4,20.0,C08,dgx-c08-02,inband1,M01,inband-02,eth30,ok
962,cat6a,30.0,C08,dgx-c08-03,bmc,M01,oob-02,eth13,
516,mmf-om4,25.0,C08,dgx-c08-03,ib-rail0,N01,leaf-01,port31,ok
517,mmf-om4,25.0,C08,dgx-c08-03,ib-rail1,N01,leaf-02,port31,ok
518,mmf-om4,25.0,C08,dgx-c08-03,ib-rail2,N01,leaf-03,port31,ok
519,mmf-om4,25.0,C08,dgx-c08-03,ib-rail3,N01,leaf-04,port31,ok
520,mmf-om4,25.0,C08,dgx-c08-03,ib-rail4,N02,leaf-05,port31,ok
521,mmf-om4,25.0,C08,dgx-c08-03,ib-rail5,N02,leaf-06,port31,ok
522,mmf-om4,25.0,C08,dgx-c08-03,ib-rail6,N02,leaf-07,port31,ok
523,mmf-om4,25.0,C08,dgx-c08-03,ib-rail7,N02,leaf-08,port31,ok
848,mmf-om4,20.0,C08,dgx-c08-03,ib-storage0,S01,stor-fabric-01,port31,ok
849,mmf-om4,20.0,C08,dgx-c08-03,ib-storage1,S01,stor-fabric-02,port31,ok
920,mmf-om4,20.0,C08,dgx-c08-03,inband0,M01,inband-01,eth31,ok
921,mmf-om4,20.0,C08,dgx-c08-03,inband1,M01,inband-02,eth31,ok
963,cat6a,30.0,C08,dgx-c08-04,bmc,M01,oob-02,eth14,
524,mmf-om4,25.0,C08,dgx-c08-04,ib-rail0,N01,leaf-01,port32,ok
525,mmf-om4,25.0,C08,dgx-c08-04,ib-rail1,N01,leaf-02,port32,ok
526,mmf-om4,25.0,C08,dgx-c08-04,ib-rail2,N01,leaf-03,port32,ok
527,mmf-om4,25.0,C08,dgx-c08-04,ib-rail3,N01,leaf-04,port32,ok
528,mmf-om4,25.0,C08,dgx-c08-04,ib-rail4,N02,leaf-05,port32,ok
529,mmf-om4,25.0,C08,dgx-c08-04,ib-rail5,N02,leaf-06,port32,ok
530,mmf-om4,25.0,C08,dgx-c08-04,ib-rail6,N02,leaf-07,port32,ok
531,mmf-om4,25.0,C08,dgx-c08-04,ib-rail7,N02,leaf-08,port32,ok
850,mmf-om4,20.0,C08,dgx-c08-04,ib-storage0,S01,stor-fabric-01,port32,ok
851,mmf-om4,20.0,C08,dgx-c08-04,ib-storage1,S01,stor-fabric-02,port32,ok
922,mmf-om4,20.0,C08,dgx-c08-04,inband0,M01,inband-01,eth32,ok
923,mmf-om4,20.0,C08,dgx-c08-04,inband1,M01,inband-02,eth32,ok
196,power,,C08,pdu-c08-a,outlet1,C08,dgx-c08-01,psu1,
197,power,,C08,pdu-c08-a,outlet2,C08,dgx-c08-01,psu2,
202,power,,C08,pdu-c08-a,outlet3,C08,dgx-c08-02,psu1,
203,power,,C08,pdu-c08-a,outlet4,C08,dgx-c08-02,psu2,
208,power,,C08,pdu-c08-a,outlet5,C08,dgx-c08-03,psu1,
209,power,,C08,pdu-c08-a,outlet6,C08,dgx-c08-03,psu2,
214,power,,C08,pdu-c08-a,outlet7,C08,dgx-c08-04,psu1,
215,power,,C08,pdu-c08-a,outlet8,C08,dgx-c08-04,psu2,
198,power,,C08,pdu-c08-b,outlet1,C08,dgx-c08-01,psu3,
199,power,,C08,pdu-c08-b,outlet2,C08,dgx-c08-01,psu4,
204,power,,C08,pdu-c08-b,outlet3,C08,dgx-c08-02,psu3,
205,power,,C08,pdu-c08-b,outlet4,C08,dgx-c08-02,psu4,
210,power,,C08,pdu-c08-b,outlet5,C08,dgx-c08-03,psu3,
211,power,,C08,pdu-c08-b,outlet6,C08,dgx-c08-03,psu4,
216,power,,C08,pdu-c08-b,outlet7,C08,dgx-c08-04,psu3,
217,power,,C08,pdu-c08-b,outlet8,C08,dgx-c08-04,psu4,
200,power,,C08,pdu-c08-c,outlet1,C08,dgx-c08-01,psu5,
201,power,,C08,pdu-c08-c,outlet2,C08,dgx-c08-01,psu6,
206,power,,C08,pdu-c08-c,outlet3,C08,dgx-c08-02,psu5,
207,power,,C08,pdu-c08-c,outlet4,C08,dgx-c08-02,psu6,
212,power,,C08,pdu-c08-c,outlet5,C08,dgx-c08-03,psu5,
213,power,,C08,pdu-c08-c,outlet6,C08,dgx-c08-03,psu6,
218,power,,C08,pdu-c08-c,outlet7,C08,dgx-c08-04,psu5,
219,power,,C08,pdu-c08-c,outlet8,C08,dgx-c08-04,psu6,
250,power,,M01,(power feed),M01-A,M01,pdu-m01-a,input,
251,power,,M01,(power feed),M01-B,M01,pdu-m01-b,input,
252,power,,M01,(power feed),M01-C,M01,pdu-m01-c,input,
253,power,,M01,pdu-m01-a,outlet1,M01,inband-01,psu1,
258,power,,M01,pdu-m01-a,outlet2,M01,oob-01,psu2,
259,power,,M01,pdu-m01-a,outlet3,M01,oob-02,psu1,
254,power,,M01,pdu-m01-b,outlet1,M01,inband-01,psu2,
